date,section,commodity,specification,price_php_per_kg,source_pdf
2026-04-06,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.73,Daily-Price-Index-April-6-2026.pdf
2026-04-06,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.79,Daily-Price-Index-April-6-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.31,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.13,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.24,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.91,Daily-Price-Index-April-7-2026.pdf
2026-04-07,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.22,Daily-Price-Index-April-7-2026.pdf
2026-04-07,LOCAL COMMERCIAL RICE,Glutinous,,80.78,Daily-Price-Index-April-7-2026.pdf
2026-04-07,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.59,Daily-Price-Index-April-7-2026.pdf
2026-04-07,LOCAL COMMERCIAL RICE,Premium,5% broken,55.77,Daily-Price-Index-April-7-2026.pdf
2026-04-07,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.37,Daily-Price-Index-April-7-2026.pdf
2026-04-07,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.77,Daily-Price-Index-April-7-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Glutinous,,61.05,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.82,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.89,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.55,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.92,Daily-Price-Index-April-8-2026.pdf
2026-04-08,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-April-8-2026.pdf
2026-04-08,LOCAL COMMERCIAL RICE,Glutinous,,75.13,Daily-Price-Index-April-8-2026.pdf
2026-04-08,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.66,Daily-Price-Index-April-8-2026.pdf
2026-04-08,LOCAL COMMERCIAL RICE,Premium,5% broken,56.20,Daily-Price-Index-April-8-2026.pdf
2026-04-08,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.16,Daily-Price-Index-April-8-2026.pdf
2026-04-08,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.73,Daily-Price-Index-April-8-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Glutinous,,61.35,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.97,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.47,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.92,Daily-Price-Index-April-9-2026.pdf
2026-04-09,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-9-2026.pdf
2026-04-09,LOCAL COMMERCIAL RICE,Glutinous,,76.72,Daily-Price-Index-April-9-2026.pdf
2026-04-09,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.54,Daily-Price-Index-April-9-2026.pdf
2026-04-09,LOCAL COMMERCIAL RICE,Premium,5% broken,55.87,Daily-Price-Index-April-9-2026.pdf
2026-04-09,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.03,Daily-Price-Index-April-9-2026.pdf
2026-04-09,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.70,Daily-Price-Index-April-9-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Glutinous,,61.14,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.65,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.38,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.69,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.94,Daily-Price-Index-April-10-2026.pdf
2026-04-10,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-10-2026.pdf
2026-04-10,LOCAL COMMERCIAL RICE,Glutinous,,73.86,Daily-Price-Index-April-10-2026.pdf
2026-04-10,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.40,Daily-Price-Index-April-10-2026.pdf
2026-04-10,LOCAL COMMERCIAL RICE,Premium,5% broken,55.79,Daily-Price-Index-April-10-2026.pdf
2026-04-10,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.72,Daily-Price-Index-April-10-2026.pdf
2026-04-10,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.58,Daily-Price-Index-April-10-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Glutinous,,61.32,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.06,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.39,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.95,Daily-Price-Index-April-11-2026.pdf
2026-04-11,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-11-2026.pdf
2026-04-11,LOCAL COMMERCIAL RICE,Glutinous,,76.72,Daily-Price-Index-April-11-2026.pdf
2026-04-11,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.60,Daily-Price-Index-April-11-2026.pdf
2026-04-11,LOCAL COMMERCIAL RICE,Premium,5% broken,55.92,Daily-Price-Index-April-11-2026.pdf
2026-04-11,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.08,Daily-Price-Index-April-11-2026.pdf
2026-04-11,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.75,Daily-Price-Index-April-11-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Basmati,,196.67,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Glutinous,,64.13,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.50,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.50,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.50,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.25,Daily-Price-Index-April-12-2026.pdf
2026-04-12,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-April-12-2026.pdf
2026-04-12,LOCAL COMMERCIAL RICE,Glutinous,,79.00,Daily-Price-Index-April-12-2026.pdf
2026-04-12,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.90,Daily-Price-Index-April-12-2026.pdf
2026-04-12,LOCAL COMMERCIAL RICE,Premium,5% broken,55.25,Daily-Price-Index-April-12-2026.pdf
2026-04-12,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,51.14,Daily-Price-Index-April-12-2026.pdf
2026-04-12,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.63,Daily-Price-Index-April-12-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Glutinous,,61.10,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.76,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.57,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.95,Daily-Price-Index-April-13-2026.pdf
2026-04-13,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-13-2026.pdf
2026-04-13,LOCAL COMMERCIAL RICE,Glutinous,,77.00,Daily-Price-Index-April-13-2026.pdf
2026-04-13,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.74,Daily-Price-Index-April-13-2026.pdf
2026-04-13,LOCAL COMMERCIAL RICE,Premium,5% broken,55.71,Daily-Price-Index-April-13-2026.pdf
2026-04-13,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.27,Daily-Price-Index-April-13-2026.pdf
2026-04-13,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.50,Daily-Price-Index-April-13-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.82,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.46,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.96,Daily-Price-Index-April-14-2026.pdf
2026-04-14,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-14-2026.pdf
2026-04-14,LOCAL COMMERCIAL RICE,Glutinous,,75.33,Daily-Price-Index-April-14-2026.pdf
2026-04-14,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.64,Daily-Price-Index-April-14-2026.pdf
2026-04-14,LOCAL COMMERCIAL RICE,Premium,5% broken,55.81,Daily-Price-Index-April-14-2026.pdf
2026-04-14,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.88,Daily-Price-Index-April-14-2026.pdf
2026-04-14,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.67,Daily-Price-Index-April-14-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Glutinous,,61.35,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.85,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.37,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.96,Daily-Price-Index-April-15-2026.pdf
2026-04-15,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-15-2026.pdf
2026-04-15,LOCAL COMMERCIAL RICE,Glutinous,,75.33,Daily-Price-Index-April-15-2026.pdf
2026-04-15,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.66,Daily-Price-Index-April-15-2026.pdf
2026-04-15,LOCAL COMMERCIAL RICE,Premium,5% broken,55.80,Daily-Price-Index-April-15-2026.pdf
2026-04-15,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.94,Daily-Price-Index-April-15-2026.pdf
2026-04-15,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.59,Daily-Price-Index-April-15-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Glutinous,,61.36,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.95,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.27,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.32,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,47.96,Daily-Price-Index-April-18-2026.pdf
2026-04-18,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.25,Daily-Price-Index-April-18-2026.pdf
2026-04-18,LOCAL COMMERCIAL RICE,Glutinous,,75.33,Daily-Price-Index-April-18-2026.pdf
2026-04-18,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.75,Daily-Price-Index-April-18-2026.pdf
2026-04-18,LOCAL COMMERCIAL RICE,Premium,5% broken,55.77,Daily-Price-Index-April-18-2026.pdf
2026-04-18,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,49.88,Daily-Price-Index-April-18-2026.pdf
2026-04-18,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.37,Daily-Price-Index-April-18-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Basmati,,193.33,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Glutinous,,64.00,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.50,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.25,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.22,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-19-2026.pdf
2026-04-19,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.50,Daily-Price-Index-April-19-2026.pdf
2026-04-19,LOCAL COMMERCIAL RICE,Glutinous,,67.50,Daily-Price-Index-April-19-2026.pdf
2026-04-19,LOCAL COMMERCIAL RICE,Other Special,White Rice,61.57,Daily-Price-Index-April-19-2026.pdf
2026-04-19,LOCAL COMMERCIAL RICE,Premium,5% broken,56.44,Daily-Price-Index-April-19-2026.pdf
2026-04-19,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,51.50,Daily-Price-Index-April-19-2026.pdf
2026-04-19,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.80,Daily-Price-Index-April-19-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Glutinous,,61.72,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.08,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.50,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.54,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.06,Daily-Price-Index-April-20-2026.pdf
2026-04-20,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-20-2026.pdf
2026-04-20,LOCAL COMMERCIAL RICE,Glutinous,,74.78,Daily-Price-Index-April-20-2026.pdf
2026-04-20,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.76,Daily-Price-Index-April-20-2026.pdf
2026-04-20,LOCAL COMMERCIAL RICE,Premium,5% broken,55.88,Daily-Price-Index-April-20-2026.pdf
2026-04-20,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.23,Daily-Price-Index-April-20-2026.pdf
2026-04-20,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.38,Daily-Price-Index-April-20-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Glutinous,,61.41,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.60,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.40,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.36,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.05,Daily-Price-Index-April-21-2026.pdf
2026-04-21,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-21-2026.pdf
2026-04-21,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-April-21-2026.pdf
2026-04-21,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.80,Daily-Price-Index-April-21-2026.pdf
2026-04-21,LOCAL COMMERCIAL RICE,Premium,5% broken,55.88,Daily-Price-Index-April-21-2026.pdf
2026-04-21,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.40,Daily-Price-Index-April-21-2026.pdf
2026-04-21,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.67,Daily-Price-Index-April-21-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Glutinous,,61.41,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.63,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.40,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.30,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.05,Daily-Price-Index-April-22-2026.pdf
2026-04-22,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-22-2026.pdf
2026-04-22,LOCAL COMMERCIAL RICE,Glutinous,,75.26,Daily-Price-Index-April-22-2026.pdf
2026-04-22,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.70,Daily-Price-Index-April-22-2026.pdf
2026-04-22,LOCAL COMMERCIAL RICE,Premium,5% broken,55.86,Daily-Price-Index-April-22-2026.pdf
2026-04-22,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.68,Daily-Price-Index-April-22-2026.pdf
2026-04-22,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.06,Daily-Price-Index-April-22-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Glutinous,,61.79,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.65,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.58,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.10,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.05,Daily-Price-Index-April-24-2026.pdf
2026-04-24,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-24-2026.pdf
2026-04-24,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-April-24-2026.pdf
2026-04-24,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.73,Daily-Price-Index-April-24-2026.pdf
2026-04-24,LOCAL COMMERCIAL RICE,Premium,5% broken,56.05,Daily-Price-Index-April-24-2026.pdf
2026-04-24,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.46,Daily-Price-Index-April-24-2026.pdf
2026-04-24,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.88,Daily-Price-Index-April-24-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Glutinous,,61.58,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.71,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.86,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.11,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.05,Daily-Price-Index-April-25-2026.pdf
2026-04-25,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-25-2026.pdf
2026-04-25,LOCAL COMMERCIAL RICE,Glutinous,,75.35,Daily-Price-Index-April-25-2026.pdf
2026-04-25,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.47,Daily-Price-Index-April-25-2026.pdf
2026-04-25,LOCAL COMMERCIAL RICE,Premium,5% broken,55.69,Daily-Price-Index-April-25-2026.pdf
2026-04-25,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.18,Daily-Price-Index-April-25-2026.pdf
2026-04-25,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.00,Daily-Price-Index-April-25-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Basmati,,200.00,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Glutinous,,61.87,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,65.33,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.80,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Premium,5% broken,59.38,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-26-2026.pdf
2026-04-26,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-April-26-2026.pdf
2026-04-26,LOCAL COMMERCIAL RICE,Glutinous,,75.00,Daily-Price-Index-April-26-2026.pdf
2026-04-26,LOCAL COMMERCIAL RICE,Other Special,White Rice,59.78,Daily-Price-Index-April-26-2026.pdf
2026-04-26,LOCAL COMMERCIAL RICE,Premium,5% broken,55.94,Daily-Price-Index-April-26-2026.pdf
2026-04-26,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,51.08,Daily-Price-Index-April-26-2026.pdf
2026-04-26,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.44,Daily-Price-Index-April-26-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Glutinous,,61.64,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.47,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.86,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.87,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-27-2026.pdf
2026-04-27,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-27-2026.pdf
2026-04-27,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-April-27-2026.pdf
2026-04-27,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.65,Daily-Price-Index-April-27-2026.pdf
2026-04-27,LOCAL COMMERCIAL RICE,Premium,5% broken,55.75,Daily-Price-Index-April-27-2026.pdf
2026-04-27,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.58,Daily-Price-Index-April-27-2026.pdf
2026-04-27,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.22,Daily-Price-Index-April-27-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Glutinous,,61.51,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.56,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.54,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.77,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-28-2026.pdf
2026-04-28,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-28-2026.pdf
2026-04-28,LOCAL COMMERCIAL RICE,Glutinous,,75.26,Daily-Price-Index-April-28-2026.pdf
2026-04-28,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.63,Daily-Price-Index-April-28-2026.pdf
2026-04-28,LOCAL COMMERCIAL RICE,Premium,5% broken,55.81,Daily-Price-Index-April-28-2026.pdf
2026-04-28,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.64,Daily-Price-Index-April-28-2026.pdf
2026-04-28,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.26,Daily-Price-Index-April-28-2026.pdf
