pmo,port_type,ship_type,movement_type,month,year,mont_year,Quarter,   count   
pmo danao,lgu port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,lgu port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,3
pmo danao,private port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,4
pmo danao,private port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Roro,domestic,january,2022,Jan-22,Q1_2022,258
pmo danao,private port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,4
pmo danao,private port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,0
pmo danao,private port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo danao,private port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,1
pmo danao,private port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,5
pmo danao,private port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,3
pmo danao,private port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo danao,private port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo sta fe,cpa port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Roro,domestic,january,2022,Jan-22,Q1_2022,901
pmo sta fe,cpa port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,30
pmo sta fe,cpa port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,274
pmo sta fe,cpa port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Cable Ship,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo sta fe,cpa port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Cable Ship,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,cpa port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,2
pmo sta fe,lgu port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Barge,domestic,january,2022,Jan-22,Q1_2022,2
pmo sta fe,lgu port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Roro,domestic,january,2022,Jan-22,Q1_2022,93
pmo sta fe,lgu port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,27
pmo sta fe,lgu port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,3
pmo sta fe,lgu port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,lgu port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo sta fe,private port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,5
pmo sta fe,private port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Roro,domestic,january,2022,Jan-22,Q1_2022,13
pmo sta fe,private port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,6
pmo sta fe,private port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,1
pmo sta fe,private port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo sta fe,private port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,14
pmo toledo,cpa port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,4
pmo toledo,cpa port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Roro,domestic,january,2022,Jan-22,Q1_2022,168
pmo toledo,cpa port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,3
pmo toledo,cpa port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,cpa port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Roro,domestic,january,2022,Jan-22,Q1_2022,380
pmo toledo,lgu port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,lgu port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo toledo,private port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Roro,domestic,january,2022,Jan-22,Q1_2022,51
pmo toledo,private port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,1
pmo toledo,private port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,10
pmo toledo,private port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo toledo,private port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,28
pmo argao,cpa port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,21
pmo argao,cpa port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,1
pmo argao,cpa port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Cable Ship,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo argao,cpa port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,3
pmo argao,cpa port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Cable Ship,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Cruise Ship,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Survey Vessel,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,cpa port,Anchorage Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Conventional Bulk,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Conventional Breakbulk,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Barge,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Container,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Fastcraft,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Motor Launch,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Bay and River,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Metro Ferry,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Fishing Boat,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Motor Tug,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Bulk,domestic,january,2022,Jan-22,Q1_2022,1
pmo argao,lgu port,Anchorage Breakbulk,domestic,january,2022,Jan-22,Q1_2022,4
pmo argao,lgu port,Anchorage Container,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Motor Tug,domestic,january,2022,Jan-22,Q1_2022,2
pmo argao,lgu port,Anchorage Yacht,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Roro,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Conventional Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Conventional Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Container,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Roro,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Motor Tug,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Yacht,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Bulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Breakbulk,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,lgu port,Anchorage Container,foreign,january,2022,Jan-22,Q1_2022,
